id,RarityScore,PunkType,FullType,AttributeCount,Hair,Eyes,FacialHair,NeckAccessory,MouthProp,Mouth,Blemishes,Ears,Nose,ETHPrice,USDPrice,TimeInDays,TimesSold,LastUSDPrice,LastETHPrice,TimePurchase,LastPercentChange,DaysBetweenPurchases
8468,103.92,Male,Male-Light,3,Mohawk Thin,None,None,None,None,None,None,Earring,None,"[33.99, 25.0, 30.0]","[82490.0, 60670.0, 72800.0]","[273.933, 304.37, 304.37]",3.0,82490.00,33.99,273.93,35.96281584282441,30.437000000000012
8469,152.09,Male,Male-Light,4,Purple Hair,Small Shades,Mustache,Small Shades,Cigarette,None,None,None,None,"[71.44, 34.99]","[173370.0, 84910.0]","[152.185, 304.37]",2.0,173370.00,71.44,152.19,104.17849277478773,152.185
8470,73.94,Female,Female-Dark,3,Mohawk Thin,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,Earring,None,"[90.0, 53.0, 50.0]","[218410.0, 128620.0, 121340.0]","[121.748, 152.185, 152.185]",3.0,218410.00,90.00,121.75,69.80897365127001,30.436999999999998
8471,145.76,Male,Male-Albino,3,Police Cap,3D Glasses,Goat,3D Glasses,None,None,None,None,None,"[99.0, 110.0]","[240250.0, 266950.0]","[2.0, 30.437]",2.0,240250.00,99.00,2.00,-10.002210143434564,28.437
8472,287.79,Zombie,Zombie,2,Mohawk Thin,Small Shades,None,Small Shades,None,None,None,None,None,"[700.0, 130.0]","[1700000.0, 315480.0]","[152.185, 334.807]",2.0,1700000.00,700.00,152.19,438.85970945952374,182.622
8473,86.57,Male,Male-Dark,3,Crazy Hair,3D Glasses,None,3D Glasses,Cigarette,None,None,None,None,"[144.95, 140.0]","[351760.0, 339750.0]","[30.437, 60.874]",2.0,351760.00,144.95,30.44,3.5346474329729713,30.437
8474,87.82,Male,Male-Albino,2,Cap Forward,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,"[95.0, 31.5, 31.5, 30.0]","[230550.0, 76440.0, 76440.0, 72800.0]","[22.0, 182.622, 273.933, 273.933]",4.0,230550.00,95.00,22.00,201.6051595348046,160.622
8475,68.4,Male,Male-Mid,2,Peak Spike,None,None,None,None,None,Mole,None,None,"[85.0, 95.0, 67.9, 53.9, 43.85, 39.35, 35.55, 16.68, 13.68, 5.98, 4.98, 0.05]","[206280.0, 230550.0, 164780.0, 130800.00000000001, 106420.0, 95490.0, 86270.0, 40480.0, 33200.0, 14510.0, 12090.0, 121.3]","[121.748, 121.748, 152.185, 152.185, 152.185, 152.185, 152.185, 334.807, 334.807, 334.807, 365.244, 1095.75]",12.0,206280.00,85.00,121.75,-10.527388733946069,0.0
8476,53.92,Male,Male-Mid,3,Stringy Hair,None,None,None,Cigarette,None,None,Earring,None,"[2.7, 2.2, 1.8]","[6550.0, 5340.0, 4370.0]","[365.25, 365.25, 365.25]",3.0,6550.00,2.70,365.25,22.636210447481744,0.0
8477,81.61,Male,Male-Mid,2,Crazy Hair,None,Handlebars,None,None,None,None,None,None,[0.2],[485.3],[1461.0],1.0,485.30,0.20,1461.00,NA,NA
8478,112.84,Male,Male-Dark,3,Peak Spike,VR,Muttonchops,VR,None,None,None,None,None,[28.0],[67950.0],[334.807],1.0,67950.00,28.00,334.81,NA,NA
8479,150.05,Male,Male-Dark,4,Purple Hair,Nerd Glasses,None,Nerd Glasses,None,None,None,Earring,Clown Nose,"[31.15, 35.0, 34.0, 19.99]","[75590.0, 84940.0, 82510.0, 48510.0]","[182.622, 304.37, 334.807, 334.807]",4.0,75590.00,31.15,182.62,-11.008817885355718,121.74799999999999
8480,83.79,Male,Male-Mid,3,Frumpy Hair,Eye Mask,None,Eye Mask,Cigarette,None,None,None,None,,,,,,,,,
8481,89.46,Male,Male-Albino,3,Headband,Small Shades,None,Small Shades,Cigarette,None,None,None,None,"[155.0, 110.0, 67.89, 44.88, 27.0, 26.0, 22.88, 19.0, 26.99, 25.0]","[376150.0, 266950.0, 164760.0, 108910.0, 65519.99999999999, 63100.0, 55530.0, 46110.0, 65500.0, 60670.0]","[121.748, 121.748, 152.185, 152.185, 152.185, 182.622, 182.622, 243.496, 273.933, 273.933]",10.0,376150.00,155.00,121.75,40.906008967937936,0.0
8482,95.66,Male,Male-Albino,2,Mohawk Thin,None,None,None,None,Smile,None,None,None,,,,,,,,,
8483,103.49,Female,Female-Dark,4,Frumpy Hair,Green Eye Shadow,None,Green Eye Shadow,None,Purple Lipstick,None,Earring,None,,,,,,,,,
8484,72.87,Male,Male-Light,3,Shaved Head,Regular Shades,None,Regular Shades,None,None,None,Earring,None,[84.84],[205890.0],[152.185],1.0,205890.00,84.84,152.19,NA,NA
8485,171.51,Female,Female-Mid,4,Tassle Hat,Purple Eye Shadow,None,Purple Eye Shadow,Vape,Black Lipstick,None,None,None,"[30.0, 21.0, 27.49, 0.5]","[72800.0, 50960.0, 66710.0, 1210.0]","[182.622, 304.37, 304.37, 730.5]",4.0,72800.00,30.00,182.62,42.85433959302212,121.74799999999999
8486,147.63,Male,Male-Light,3,Police Cap,Nerd Glasses,None,Nerd Glasses,None,None,None,None,None,,,,,,,,,
8487,136.61,Female,Female-Dark,3,Blonde Bob,Green Eye Shadow,None,Green Eye Shadow,Cigarette,None,None,None,None,[0.7],[1700.0],[730.5],1.0,1700.00,0.70,730.50,NA,NA
8488,117.33,Male,Male-Mid,3,Peak Spike,Eye Mask,Goat,Eye Mask,None,None,None,None,None,"[4.5, 3.5, 0.27, 0.32]","[10920.0, 8490.0, 655.2, 776.5]","[365.25, 365.25, 1095.75, 1461.0]",4.0,10920.00,4.50,365.25,28.606760098928273,0.0
8489,88.33,Male,Male-Dark,2,Cap Forward,VR,None,VR,None,None,None,None,None,"[28.0, 15.0]","[67950.0, 36400.0]","[304.37, 334.807]",2.0,67950.00,28.00,304.37,86.67069586000385,30.437000000000012
8490,94.04,Male,Male-Dark,3,Frumpy Hair,Eye Patch,Muttonchops,Eye Patch,None,None,None,None,None,"[21.3, 3.15, 2.4, 4.89, 5.49]","[51690.0, 7640.0, 5820.0, 11870.0, 13320.0]","[182.622, 365.25, 365.25, 365.25, 365.25]",5.0,51690.00,21.30,182.62,576.4821358460935,182.628
8491,122.75,Male,Male-Light,1,None,None,Chinstrap,None,None,None,None,None,None,[19.0],[46110.0],[334.807],1.0,46110.00,19.00,334.81,NA,NA
8492,84.39,Male,Male-Mid,3,Frumpy Hair,Small Shades,Shadow Beard,Small Shades,None,None,None,None,None,"[40.0, 35.0, 12.99, 11.0]","[97070.0, 84940.0, 31520.0, 26690.0]","[152.185, 152.185, 334.807, 334.807]",4.0,97070.00,40.00,152.19,14.279323294992995,0.0
8493,250.21,Female,Female-Dark,3,Tiara,None,None,None,Pipe,Hot Lipstick,None,None,None,,,,,,,,,
8494,88.83,Male,Male-Mid,3,Peak Spike,None,Normal Beard,None,None,None,None,Earring,None,"[22.99, 21.47, 20.3, 0.79]","[55790.0, 52100.0, 49260.0, 1920.0]","[243.496, 273.933, 273.933, 365.25]",4.0,55790.00,22.99,243.50,7.080478301760043,30.436999999999983
8495,81.39,Female,Female-Light,4,Bandana,None,None,None,None,Purple Lipstick,Mole,Earring,None,"[25.0, 15.0, 4.0, 2.5, 1.89, 1.2]","[60670.0, 36400.0, 9710.0, 6070.0, 4590.0, 2910.0]","[152.185, 334.807, 365.25, 365.25, 365.25, 365.25]",6.0,60670.00,25.00,152.19,66.67124529545892,182.622
8496,174.34,Female,Female-Light,3,Half Shaved,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
8497,99.32,Female,Female-Light,3,Crazy Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,Black Lipstick,None,None,None,"[24.0, 21.49]","[58240.0, 52150.0]","[273.933, 304.37]",2.0,58240.00,24.00,273.93,11.675710916377442,30.437000000000012
8498,950.65,Ape,Ape,2,Top Hat,Regular Shades,None,Regular Shades,None,None,None,None,None,"[3.99, 5.0]","[9680.0, 12130.0]","[1461.0, 1461.0]",2.0,9680.00,3.99,1461.00,-20.204434918803067,0.0
8499,170.36,Male,Male-Dark,3,Hoodie,None,Chinstrap,None,None,None,Rosy Cheeks,None,None,,,,,,,,,
8500,76.02,Male,Male-Dark,3,Stringy Hair,Horned Rim Glasses,Shadow Beard,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
8501,105.55,Male,Male-Dark,3,Do-rag,Nerd Glasses,Handlebars,Nerd Glasses,None,None,None,None,None,"[24.0, 23.39, 24.98, 22.5]","[58240.0, 56760.0, 60620.0, 54600.0]","[152.185, 243.496, 243.496, 273.933]",4.0,58240.00,24.00,152.19,2.6056623385775444,91.311
8502,121.57,Female,Female-Albino,3,Frumpy Hair,Clown Eyes Green,None,Clown Eyes Green,Vape,None,None,None,None,,,,,,,,,
8503,88.52,Male,Male-Mid,3,Messy Hair,Nerd Glasses,Muttonchops,Nerd Glasses,None,None,None,None,None,[1.39],[3370.0],[365.25],1.0,3370.00,1.39,365.25,NA,NA
8504,96.03,Male,Male-Light,3,Crazy Hair,Eye Patch,Goat,Eye Patch,None,None,None,None,None,"[24.75, 24.0, 11.5, 9.75, 8.0]","[60060.0, 58240.0, 27910.0, 23660.0, 19410.0]","[243.496, 304.37, 334.807, 334.807, 334.807]",5.0,60060.00,24.75,243.50,3.1232293401555604,60.873999999999995
8505,73.74,Female,Female-Dark,2,Headband,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
8506,183.47,Female,Female-Mid,3,Blonde Bob,Blue Eye Shadow,None,Blue Eye Shadow,Medical Mask,None,None,None,None,,,,,,,,,
8507,116.23,Male,Male-Dark,3,Hoodie,Big Shades,None,Big Shades,None,Smile,None,None,None,[0.05],[121.3],[1461.0],1.0,121.30,0.05,1461.00,NA,NA
8508,63.16,Male,Male-Light,3,Mohawk Thin,Classic Shades,None,Classic Shades,None,None,None,Earring,None,"[121.0, 25.98, 21.25, 22.0, 5.49, 5.2, 4.9, 2.98, 2.75, 2.29, 2.19, 2.1, 2.0, 1.6, 1.85, 1.2]","[293640.0, 63050.0, 51570.0, 53390.0, 13320.0, 12620.0, 11890.0, 7240.0, 6670.0, 5560.0, 5310.0, 5100.0, 4850.0, 3880.0, 4490.0, 2910.0]","[121.748, 152.185, 273.933, 304.37, 334.807, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25]",16.0,293640.00,121.00,121.75,365.7182281010611,30.436999999999998
8509,95.42,Female,Female-Mid,3,Mohawk Thin,Green Eye Shadow,None,Green Eye Shadow,None,Purple Lipstick,None,None,None,"[0.85, 0.22]","[2060.0, 533.9]","[365.25, 1095.75]",2.0,2060.00,0.85,365.25,285.1187137782763,730.5
8510,84.71,Male,Male-Albino,3,Mohawk,VR,None,VR,None,None,None,Earring,None,"[31.99, 8.5]","[77630.0, 20630.0]","[182.622, 334.807]",2.0,77630.00,31.99,182.62,276.2784159759585,152.185
8511,178.34,Female,Female-Light,2,Wild White Hair,None,None,None,None,None,Spots,None,None,"[34.99, 18.5, 2.75, 1.4]","[84910.0, 44900.0, 6670.0, 3400.0]","[304.37, 334.807, 365.25, 730.5]",4.0,84910.00,34.99,304.37,89.10491971225585,30.437000000000012
8512,90.87,Female,Female-Dark,3,Stringy Hair,Blue Eye Shadow,None,Blue Eye Shadow,Cigarette,None,None,None,None,"[4.49, 5.7, 5.25, 4.99, 3.99, 3.8, 2.99, 2.5, 1.9, 1.2]","[10900.0, 13830.0, 12740.0, 12110.0, 9680.0, 9220.0, 7260.0, 6070.0, 4610.0, 2910.0]","[365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25, 365.25]",10.0,10900.00,4.49,365.25,-21.191526281541464,0.0
8513,102.94,Male,Male-Albino,3,Wild Hair,Horned Rim Glasses,Normal Beard,Horned Rim Glasses,None,None,None,None,None,"[18.25, 0.52, 0.5, 0.25]","[44290.0, 1260.0, 1210.0, 606.7]","[273.933, 365.25, 730.5, 730.5]",4.0,44290.00,18.25,273.93,3412.291831879461,91.31700000000001
8514,121.2,Female,Female-Mid,3,Straight Hair Dark,Horned Rim Glasses,None,Horned Rim Glasses,None,Hot Lipstick,None,None,None,"[50.0, 14.0]","[121340.0, 33980.0]","[152.185, 273.933]",2.0,121340.00,50.00,152.19,257.0818987081016,121.74799999999999
8515,126.52,Male,Male-Light,2,Hoodie,None,Big Beard,None,None,None,None,None,None,"[79.0, 59.0, 53.0, 0.39]","[191720.0, 143180.0, 128620.0, 946.4]","[273.933, 304.37, 304.37, 1461.0]",4.0,191720.00,79.00,273.93,33.90044768509789,30.437000000000012
8516,140.83,Female,Female-Light,3,Straight Hair Dark,None,None,None,Vape,Hot Lipstick,None,None,None,"[30.0, 0.41]","[72800.0, 994.9]","[334.807, 1461.0]",2.0,72800.00,30.00,334.81,7209.9708806105045,1126.193
8517,96.79,Male,Male-Light,3,Bandana,Eye Patch,Handlebars,Eye Patch,None,None,None,None,None,[0.25],[606.7],[1461.0],1.0,606.70,0.25,1461.00,NA,NA
8518,92.01,Male,Male-Dark,3,Stringy Hair,Regular Shades,Mustache,Regular Shades,None,None,None,None,None,"[22.0, 4.6]","[53390.0, 11160.0]","[334.807, 365.25]",2.0,53390.00,22.00,334.81,378.3621539288594,30.442999999999984
8519,61.32,Female,Female-Dark,2,Mohawk,None,None,None,None,Hot Lipstick,None,None,None,"[114.5, 21.5, 21.99, 19.99, 5.98, 4.9]","[277870.0, 52180.0, 53370.0, 48510.0, 14510.0, 11890.0]","[91.311, 182.622, 304.37, 304.37, 365.25, 365.25]",6.0,277870.00,114.50,91.31,432.5118338092409,91.311
8520,132.17,Male,Male-Light,3,Cowboy Hat,Small Shades,Shadow Beard,Small Shades,None,None,None,None,None,[14.0],[33980.0],[334.807],1.0,33980.00,14.00,334.81,NA,NA
8521,102.96,Male,Male-Mid,3,Peak Spike,Big Shades,Luxurious Beard,Big Shades,None,None,None,None,None,[0.5],[1210.0],[1461.0],1.0,1210.00,0.50,1461.00,NA,NA
8522,113.43,Male,Male-Albino,3,Mohawk Thin,VR,Muttonchops,VR,None,None,None,None,None,,,,,,,,,
8523,87.2,Female,Female-Light,3,Crazy Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,None,None,Earring,None,"[0.55, 0.1]","[1330.0, 244.9]","[730.5, 1461.0]",2.0,1330.00,0.55,730.50,440.8702724684831,730.5
8524,128.23,Female,Female-Dark,2,Clown Hair Green,Blue Eye Shadow,None,Blue Eye Shadow,None,None,None,None,None,"[26.5, 28.0, 0.35]","[64310.0, 67950.0, 849.3]","[243.496, 273.933, 1461.0]",3.0,64310.00,26.50,243.50,-5.358272873099733,30.436999999999983
8525,116.37,Male,Male-Light,2,Police Cap,None,None,None,None,None,None,None,Clown Nose,[71.89],[174460.0],[1.0],1.0,174460.00,71.89,1.00,NA,NA
8526,110.21,Female,Female-Light,2,Straight Hair Dark,Classic Shades,None,Classic Shades,None,None,None,None,None,"[16.5, 16.2, 15.0, 24.99, 20.0, 0.25, 0.49, 0.1]","[40040.0, 39310.0, 36400.0, 60650.0, 48540.0, 606.7, 1190.0, 242.6]","[213.059, 243.496, 243.496, 273.933, 334.807, 1461.0, 1461.0, 1461.0]",8.0,40040.00,16.50,213.06,1.8544427768309124,30.437000000000012
8527,238.67,Female,Female-Light,2,Tiara,Eye Mask,None,Eye Mask,None,None,None,None,None,[0.1],[242.6],[1461.0],1.0,242.60,0.10,1461.00,NA,NA
8528,92.73,Female,Female-Light,3,Stringy Hair,Eye Mask,None,Eye Mask,None,Black Lipstick,None,None,None,"[2.25, 0.95]","[5460.0, 2310.0]","[365.25, 365.25]",2.0,5460.00,2.25,365.25,136.2613587191692,0.0
8529,134.21,Female,Female-Light,3,Blonde Bob,VR,None,VR,None,Purple Lipstick,None,None,None,,,,,,,,,
8530,99.76,Male,Male-Light,3,Fedora,Regular Shades,None,Regular Shades,Cigarette,None,None,None,None,"[69.99, 31.0, 29.0, 24.0]","[169850.0, 75230.0, 70380.0, 58240.0]","[152.185, 182.622, 182.622, 334.807]",4.0,169850.00,69.99,152.19,125.77129109010914,30.437000000000012
8531,311.0,Zombie,Zombie,3,Stringy Hair,Regular Shades,Goat,Regular Shades,None,None,None,None,None,,,,,,,,,
8532,235.21,Male,Male-Dark,2,Top Hat,None,None,None,None,Buck Teeth,None,None,None,[110.0],[266950.0],[152.185],1.0,266950.00,110.00,152.19,NA,NA
8533,121.57,Female,Female-Light,3,Half Shaved,Nerd Glasses,None,Nerd Glasses,None,Purple Lipstick,None,None,None,[0.49],[1190.0],[1461.0],1.0,1190.00,0.49,1461.00,NA,NA
8534,114.1,Male,Male-Albino,3,Messy Hair,VR,Normal Beard Black,VR,None,None,None,None,None,"[17.0, 15.0]","[41260.0, 36400.0]","[334.807, 334.807]",2.0,41260.00,17.00,334.81,13.348534380923601,0.0
8535,136.65,Female,Female-Light,3,Dark Hair,Green Eye Shadow,None,Green Eye Shadow,None,Purple Lipstick,None,None,None,"[68.0, 50.0]","[165020.0, 121340.0]","[30.437, 152.185]",2.0,165020.00,68.00,30.44,35.99690129469841,121.748
8536,90.75,Male,Male-Dark,3,Shaved Head,Eye Patch,Shadow Beard,Eye Patch,None,None,None,None,None,"[0.73, 0.5, 0.25]","[1770.0, 1210.0, 606.7]","[365.25, 730.5, 730.5]",3.0,1770.00,0.73,365.25,46.16019818331957,365.25
8537,122.05,Female,Female-Dark,3,Straight Hair Dark,Regular Shades,None,Regular Shades,None,Hot Lipstick,None,None,None,"[136.69, 124.0, 60.0, 50.0]","[331720.0, 300920.0, 145610.0, 121340.0]","[121.748, 121.748, 152.185, 152.185]",4.0,331720.00,136.69,121.75,10.23491215302355,0.0
8538,82.8,Female,Female-Light,3,Stringy Hair,Clown Eyes Blue,None,Clown Eyes Blue,None,Hot Lipstick,None,None,None,[90.0],[218410.0],[60.874],1.0,218410.00,90.00,60.87,NA,NA
8539,148.0,Female,Female-Dark,4,Blonde Bob,Green Eye Shadow,None,Green Eye Shadow,None,Hot Lipstick,None,Earring,None,,,,,,,,,
8540,77.13,Male,Male-Dark,2,Mohawk,None,Normal Beard Black,None,None,None,None,None,None,"[84.99, 79.69, 34.88, 32.0, 18.8, 20.0, 5.56, 2.85, 2.49, 2.22, 0.89]","[206250.0, 193390.0, 84650.0, 77660.0, 45620.0, 48540.0, 13490.0, 6920.0, 6040.0, 5390.0, 2160.0]","[121.748, 152.185, 152.185, 152.185, 273.933, 334.807, 365.25, 365.25, 365.25, 365.25, 365.25]",11.0,206250.00,84.99,121.75,6.649223593652239,30.436999999999998
8541,92.2,Male,Male-Mid,3,Mohawk,Regular Shades,Normal Beard,Regular Shades,None,None,None,None,None,,,,,,,,,
8542,74.03,Male,Male-Mid,2,Stringy Hair,None,Muttonchops,None,None,None,None,None,None,"[20.24, 18.69, 0.79]","[49120.0, 45360.0, 1920.0]","[243.496, 243.496, 365.25]",3.0,49120.00,20.24,243.50,8.28685434624457,0.0
8543,67.76,Male,Male-Mid,3,Cap,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,Earring,None,[1.0],[2430.0],[365.25],1.0,2430.00,1.00,365.25,NA,NA
8544,65.6,Female,Female-Light,3,Mohawk Dark,None,None,None,None,Black Lipstick,None,Earring,None,"[4.0, 4.65]","[9710.0, 11280.0]","[365.25, 365.25]",2.0,9710.00,4.00,365.25,-13.92607038383122,0.0
8545,93.37,Male,Male-Dark,3,Mohawk Thin,3D Glasses,Shadow Beard,3D Glasses,None,None,None,None,None,,,,,,,,,
8546,145.32,Male,Male-Dark,2,Top Hat,None,None,None,None,Frown,None,None,None,"[211.0, 165.0, 108.0, 49.99]","[512049.99999999994, 400420.0, 262089.99999999997, 121320.0]","[60.874, 121.748, 152.185, 304.37]",4.0,512050.00,211.00,60.87,27.87790850130236,60.874
8547,107.45,Male,Male-Light,4,Frumpy Hair,Classic Shades,Normal Beard Black,Classic Shades,Cigarette,None,None,None,None,"[69.0, 11.0]","[167450.0, 26690.0]","[152.185, 334.807]",2.0,167450.00,69.00,152.19,527.3650294106628,182.622
8548,81.78,Female,Female-Mid,3,Bandana,Clown Eyes Blue,None,Clown Eyes Blue,None,Hot Lipstick,None,None,None,"[26.5, 20.5, 22.22]","[64310.0, 49750.0, 53920.0]","[152.185, 243.496, 243.496]",3.0,64310.00,26.50,152.19,29.263733392293624,91.311
8549,131.64,Male,Male-Albino,1,None,None,Muttonchops,None,None,None,None,None,None,[0.5],[1210.0],[730.5],1.0,1210.00,0.50,730.50,NA,NA
8550,130.87,Male,Male-Light,3,Purple Hair,3D Glasses,Shadow Beard,3D Glasses,None,None,None,None,None,"[269.69, 169.69, 27.5]","[654480.0, 411800.0, 66740.0]","[121.748, 152.185, 334.807]",3.0,654480.00,269.69,121.75,58.93113421288439,30.436999999999998
8551,87.65,Male,Male-Light,3,Knitted Cap,None,None,None,None,Smile,None,Earring,None,"[100.0, 95.95]","[242680.0, 232850.0]","[0.333333333333333, 0.583333333333333]",2.0,242680.00,100.00,0.33,4.22115430038952,0.25000000000000006
8552,179.64,Female,Female-Mid,3,Pink With Hat,Blue Eye Shadow,None,Blue Eye Shadow,None,Black Lipstick,None,None,None,"[95.0, 44.0]","[230550.0, 106780.0]","[152.185, 273.933]",2.0,230550.00,95.00,152.19,115.90919732911287,121.74799999999999
8553,346.0,Zombie,Zombie,1,None,None,Front Beard Dark,None,None,None,None,None,None,,,,,,,,,
8554,135.01,Male,Male-Light,3,Fedora,None,None,None,None,None,None,Earring,None,,,,,,,,,
8555,61.25,Male,Male-Light,2,Knitted Cap,Regular Shades,None,Regular Shades,None,None,None,None,None,,,,,,,,,
8556,131.13,Female,Female-Mid,3,Tassle Hat,Purple Eye Shadow,None,Purple Eye Shadow,None,Black Lipstick,None,None,None,"[0.72, 0.25]","[1750.0, 606.7]","[730.5, 1095.75]",2.0,1750.00,0.72,730.50,187.9710383412868,365.25
8557,155.21,Male,Male-Light,4,Peak Spike,Eye Mask,Front Beard,Eye Mask,Pipe,None,None,None,None,[36.0],[87360.0],[152.185],1.0,87360.00,36.00,152.19,NA,NA
8558,78.68,Male,Male-Mid,3,Wild Hair,None,Mustache,None,None,None,None,Earring,None,[25.5],[61880.0],[152.185],1.0,61880.00,25.50,152.19,NA,NA
8559,95.61,Male,Male-Dark,3,Messy Hair,Horned Rim Glasses,Front Beard Dark,Horned Rim Glasses,None,None,None,None,None,"[57.0, 46.0, 23.95, 21.89, 14.1]","[138330.0, 111630.0, 58120.0, 53120.0, 34220.0]","[152.185, 152.185, 152.185, 182.622, 213.059]",5.0,138330.00,57.00,152.19,23.917191461153266,0.0
8560,122.27,Female,Female-Dark,3,Straight Hair,Horned Rim Glasses,None,Horned Rim Glasses,None,Black Lipstick,None,None,None,"[51.0, 17.75, 14.25]","[123770.0, 43080.0, 34580.0]","[30.437, 182.622, 213.059]",3.0,123770.00,51.00,30.44,187.296023769179,152.185
8561,137.37,Male,Male-Mid,2,Cap Forward,None,None,None,None,None,Rosy Cheeks,None,None,"[49.0, 39.95, 36.0, 38.0]","[118910.0, 96950.0, 87360.0, 92220.0]","[152.185, 152.185, 152.185, 152.185]",4.0,118910.00,49.00,152.19,22.64958587327619,0.0
8562,251.4,Male,Male-Dark,2,Beanie,None,None,None,None,None,None,Earring,None,"[105.0, 101.0, 101.0, 37.0, 30.0, 2.49, 1.39, 0.55, 0.18]","[254810.0, 245110.0, 245110.0, 89790.0, 72800.0, 6040.0, 3370.0, 1330.0, 436.8]","[213.059, 213.059, 243.496, 365.244, 365.25, 730.5, 1095.75, 1095.75, 1461.0]",9.0,254810.00,105.00,213.06,3.956982754751929,0.0
8563,76.23,Male,Male-Mid,4,Crazy Hair,Nerd Glasses,None,Nerd Glasses,Cigarette,None,None,Earring,None,,,,,,,,,
8564,127.71,Male,Male-Dark,2,Cap Forward,None,Big Beard,None,None,None,None,None,None,"[32.0, 28.0, 25.0]","[77660.0, 67950.0, 60670.0]","[182.622, 243.496, 273.933]",3.0,77660.00,32.00,182.62,14.288237112036613,60.873999999999995
8565,126.63,Female,Female-Dark,2,Blonde Short,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,"[79.0, 31.9, 25.75, 25.25]","[191720.0, 77410.0, 62490.0, 61280.0]","[152.185, 152.185, 243.496, 243.496]",4.0,191720.00,79.00,152.19,147.66506052111455,0.0
8566,130.05,Female,Female-Mid,2,Wild Blonde,None,None,None,Vape,None,None,None,None,,,,,,,,,
8567,102.48,Male,Male-Mid,4,Frumpy Hair,Nerd Glasses,None,Nerd Glasses,None,Frown,None,Earring,None,[19.99],[48510.0],[273.933],1.0,48510.00,19.99,273.93,NA,NA
8568,107.09,Male,Male-Dark,2,None,VR,Shadow Beard,VR,None,None,None,None,None,,,,,,,,,
8569,130.76,Male,Male-Mid,3,Cap,Nerd Glasses,Big Beard,Nerd Glasses,None,None,None,None,None,"[164.99, 80.0, 40.0, 34.99]","[400400.0, 194140.0, 97070.0, 84910.0]","[121.748, 152.185, 304.37, 304.37]",4.0,400400.00,164.99,121.75,106.24185514651722,30.436999999999998
8570,155.89,Female,Female-Albino,3,Straight Hair,Blue Eye Shadow,None,Blue Eye Shadow,None,Black Lipstick,None,None,None,,,,,,,,,
8571,143.65,Male,Male-Dark,4,Bandana,None,Shadow Beard,None,None,None,Rosy Cheeks,Earring,None,"[24.99, 29.99, 0.57, 0.55]","[60650.0, 72780.0, 1380.0, 1330.0]","[273.933, 334.807, 365.25, 730.5]",4.0,60650.00,24.99,273.93,-16.667811654140504,60.874000000000024
8572,69.1,Male,Male-Dark,3,Mohawk,Regular Shades,None,Regular Shades,Cigarette,None,None,None,None,[85.0],[206280.0],[152.185],1.0,206280.00,85.00,152.19,NA,NA
8573,86.65,Male,Male-Light,2,Do-rag,None,Goat,None,None,None,None,None,None,"[14.5, 11.97, 21.0, 22.0]","[35190.0, 29050.0, 50960.0, 53390.0]","[243.496, 243.496, 243.496, 334.807]",4.0,35190.00,14.50,243.50,21.13180269181784,0.0
8574,147.06,Male,Male-Light,4,Cap,VR,None,VR,None,None,None,Earring,None,"[35.1, 39.5]","[85180.0, 95860.0]","[243.496, 304.37]",2.0,85180.00,35.10,243.50,-11.142174606983026,60.873999999999995
8575,109.57,Male,Male-Dark,2,Purple Hair,VR,None,VR,None,None,None,None,None,"[170.0, 15.75, 9.5]","[412560.0, 38220.0, 23050.0]","[121.748, 334.807, 334.807]",3.0,412560.00,170.00,121.75,979.4066089322623,213.05900000000003
8576,172.68,Female,Female-Light,3,Pigtails,3D Glasses,None,3D Glasses,Cigarette,None,None,None,None,"[120.0, 98.99, 7.0]","[291220.0, 240230.0, 16990.0]","[30.437, 304.37, 365.25]",3.0,291220.00,120.00,30.44,21.22498761608618,273.933
8577,158.12,Female,Female-Dark,2,Wild Blonde,None,None,None,None,None,None,None,None,"[70.0, 42.5, 47.5, 50.0, 59.99, 37.0]","[169880.0, 103140.0, 115270.0, 121340.0, 145580.0, 89790.0]","[152.185, 213.059, 243.496, 273.933, 273.933, 273.933]",6.0,169880.00,70.00,152.19,64.7065667387363,60.873999999999995
8578,109.25,Male,Male-Light,2,None,Nerd Glasses,Normal Beard,Nerd Glasses,None,None,None,None,None,,,,,,,,,
8579,179.16,Female,Female-Light,3,Pink With Hat,Green Eye Shadow,None,Green Eye Shadow,None,Black Lipstick,None,None,None,,,,,,,,,
8580,98.64,Female,Female-Dark,4,Cap,Clown Eyes Green,None,Clown Eyes Green,None,Purple Lipstick,None,Earring,None,,,,,,,,,
8581,321.93,Male,Male-Mid,3,Beanie,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
